assignment_id,project_id,employee_id,assigned_role,contribution_score,role,experience_years,skills,availability,category,start_date,end_date,complexity,required_skills,skill_match,xgb_clase,xgb_senior_match
A29966,P2806,3233,Production Technician I,42.8,Production Technician I,4,"['Mantenimiento', 'Control de Calidad', 'Aprendizaje Rápido']",No disponible,Finanzas,2023-02-09,2023-07-29,2,"['Power BI', 'Forecasting', 'Excel']",0.0,0,0
A29967,P2806,2728,Area Sales Manager,56.8,Area Sales Manager,4,"['Python', 'SQL', 'Negociación']",No disponible,Finanzas,2023-02-09,2023-07-29,2,"['Power BI', 'Forecasting', 'Excel']",0.0,0,0
A29968,P2807,2228,IT Support,65.2,IT Support,6,"['Seguridad Informática', 'Python', 'Negociación']",No disponible,Finanzas,2023-12-30,2024-02-17,3,"['Forecasting', 'Contabilidad']",0.0,0,0
A29969,P2807,1617,Production Technician I,66.6,Production Technician I,2,"['Calibración', 'Mantenimiento', 'Liderazgo']",Disponible,Finanzas,2023-12-30,2024-02-17,3,"['Forecasting', 'Contabilidad']",0.0,0,0
A29970,P2807,2244,IT Manager - Support,63.1,Otro,2,"['Mantenimiento', 'Rutas de Distribución', 'Reclutamiento']",Disponible,Finanzas,2023-12-30,2024-02-17,3,"['Forecasting', 'Contabilidad']",0.0,0,0
A29971,P2807,3678,Production Technician I,73.6,Production Technician I,3,"['Control de Calidad', 'Mantenimiento', 'Resolución de Conflictos']",Disponible,Finanzas,2023-12-30,2024-02-17,3,"['Forecasting', 'Contabilidad']",0.0,0,0
A29972,P2807,2932,Production Technician I,74.3,Production Technician I,3,"['Calibración', 'Mantenimiento', 'Trabajo en Equipo']",No disponible,Finanzas,2023-12-30,2024-02-17,3,"['Forecasting', 'Contabilidad']",0.0,0,0
A29973,P2807,1544,Production Technician I,70.8,Production Technician I,4,"['Calibración', 'Mantenimiento', 'Capacitación']",No disponible,Finanzas,2023-12-30,2024-02-17,3,"['Forecasting', 'Contabilidad']",0.0,0,0
A29974,P2807,1838,Production Technician I,65.2,Production Technician I,5,"['Calibración', 'Mantenimiento', 'Coaching']",Disponible,Finanzas,2023-12-30,2024-02-17,3,"['Forecasting', 'Contabilidad']",0.0,0,0
A29975,P2807,2540,Software Engineering Manager,72.9,Otro,2,"['Logística', 'HTML', 'Presentaciones']",No disponible,Finanzas,2023-12-30,2024-02-17,3,"['Forecasting', 'Contabilidad']",0.0,0,0
A29976,P2808,3154,Production Technician I,78.5,Production Technician I,5,"['Control de Calidad', 'Mantenimiento', 'Resolución de Conflictos']",Disponible,Operaciones,2022-10-27,2022-12-28,2,"['Logística', 'Gestión de Proyectos', 'Lean', 'Inventario']",0.0,0,0
A29977,P2808,3153,Production Technician I,78.5,Production Technician I,5,"['Control de Calidad', 'Mantenimiento', 'Análisis de Mercado']",No disponible,Operaciones,2022-10-27,2022-12-28,2,"['Logística', 'Gestión de Proyectos', 'Lean', 'Inventario']",0.0,0,0
A29978,P2808,3651,Production Technician II,81.3,Production Technician II,5,"['ERP', 'JavaScript', 'Reclutamiento']",Disponible,Operaciones,2022-10-27,2022-12-28,2,"['Logística', 'Gestión de Proyectos', 'Lean', 'Inventario']",0.0,1,0
A29979,P2808,2646,Area Sales Manager,77.1,Area Sales Manager,5,"['Contabilidad', 'Seguridad Informática', 'Negociación']",Disponible,Operaciones,2022-10-27,2022-12-28,2,"['Logística', 'Gestión de Proyectos', 'Lean', 'Inventario']",0.0,0,0
A29980,P2808,1314,Production Technician I,79.2,Production Technician I,3,"['Mantenimiento', 'Calibración', 'Liderazgo']",No disponible,Operaciones,2022-10-27,2022-12-28,2,"['Logística', 'Gestión de Proyectos', 'Lean', 'Inventario']",0.0,0,0
A29981,P2808,3623,Production Technician II,82.0,Production Technician II,5,"['Java', 'Análisis de Datos', 'Capacitación']",Disponible,Operaciones,2022-10-27,2022-12-28,2,"['Logística', 'Gestión de Proyectos', 'Lean', 'Inventario']",0.0,1,0
A29982,P2808,2379,Production Manager,78.5,Production Manager,5,"['Gestión de Inventario', 'Java', 'Reclutamiento']",No disponible,Operaciones,2022-10-27,2022-12-28,2,"['Logística', 'Gestión de Proyectos', 'Lean', 'Inventario']",0.0,0,0
A29983,P2809,2850,Production Technician I,72.9,Production Technician I,2,"['Control de Calidad', 'Calibración', 'Reclutamiento']",No disponible,Operaciones,2023-07-25,2023-12-24,3,"['Gestión de Proyectos', 'Lean', 'Logística', 'Inventario']",0.0,0,0
A29984,P2809,3300,Production Technician II,72.9,Production Technician II,3,"['Java', 'Planificación', 'Trabajo en Equipo']",No disponible,Operaciones,2023-07-25,2023-12-24,3,"['Gestión de Proyectos', 'Lean', 'Logística', 'Inventario']",0.0,0,0
A29985,P2809,2151,Production Technician I,63.1,Production Technician I,3,"['Calibración', 'Mantenimiento', 'Comunicación']",No disponible,Operaciones,2023-07-25,2023-12-24,3,"['Gestión de Proyectos', 'Lean', 'Logística', 'Inventario']",0.0,0,0
A29986,P2809,1549,Production Technician I,74.3,Production Technician I,2,"['Control de Calidad', 'Calibración', 'Adaptabilidad']",Disponible,Operaciones,2023-07-25,2023-12-24,3,"['Gestión de Proyectos', 'Lean', 'Logística', 'Inventario']",0.0,0,0
A29987,P2809,1399,Production Technician I,70.1,Production Technician I,1,"['Mantenimiento', 'Control de Calidad', 'Presentaciones']",Disponible,Operaciones,2023-07-25,2023-12-24,3,"['Gestión de Proyectos', 'Lean', 'Logística', 'Inventario']",0.0,0,0
A29988,P2809,3379,Production Technician I,70.1,Production Technician I,1,"['Mantenimiento', 'Calibración', 'Reclutamiento']",No disponible,Operaciones,2023-07-25,2023-12-24,3,"['Gestión de Proyectos', 'Lean', 'Logística', 'Inventario']",0.0,0,0
A29989,P2809,3892,Network Engineer,61.0,Network Engineer,2,"['Sistemas Operativos', 'Redes', 'Adaptabilidad']",Disponible,Operaciones,2023-07-25,2023-12-24,3,"['Gestión de Proyectos', 'Lean', 'Logística', 'Inventario']",0.0,0,0
A29990,P2809,2991,Production Technician I,68.0,Production Technician I,4,"['Mantenimiento', 'Control de Calidad', 'Aprendizaje Rápido']",Disponible,Operaciones,2023-07-25,2023-12-24,3,"['Gestión de Proyectos', 'Lean', 'Logística', 'Inventario']",0.0,0,0
A29991,P2809,1313,Production Technician I,66.6,Production Technician I,1,"['Calibración', 'Control de Calidad', 'Responsabilidad']",Disponible,Operaciones,2023-07-25,2023-12-24,3,"['Gestión de Proyectos', 'Lean', 'Logística', 'Inventario']",0.0,0,0
A29992,P2809,2654,Area Sales Manager,72.9,Area Sales Manager,5,"['Python', 'Contabilidad', 'Negociación']",No disponible,Operaciones,2023-07-25,2023-12-24,3,"['Gestión de Proyectos', 'Lean', 'Logística', 'Inventario']",0.0,0,0
A29993,P2809,2356,Data Analyst,63.8,Data Analyst,3,"['Contabilidad', 'SQL', 'Coaching']",No disponible,Operaciones,2023-07-25,2023-12-24,3,"['Gestión de Proyectos', 'Lean', 'Logística', 'Inventario']",0.0,0,0
A29994,P2809,1217,Production Technician I,67.3,Production Technician I,5,"['Control de Calidad', 'Calibración', 'Resolución de Conflictos']",No disponible,Operaciones,2023-07-25,2023-12-24,3,"['Gestión de Proyectos', 'Lean', 'Logística', 'Inventario']",0.0,0,0
A29995,P2810,2996,Production Technician I,70.8,Production Technician I,2,"['Control de Calidad', 'Calibración', 'Presentaciones']",No disponible,Finanzas,2022-09-09,2022-12-27,1,"['Power BI', 'Forecasting', 'Contabilidad', 'Excel']",0.0,0,0
A29996,P2810,1260,Production Technician I,67.3,Production Technician I,6,"['Control de Calidad', 'Mantenimiento', 'Responsabilidad']",Disponible,Finanzas,2022-09-09,2022-12-27,1,"['Power BI', 'Forecasting', 'Contabilidad', 'Excel']",0.0,0,0
A29997,P2810,1838,Production Technician I,71.5,Production Technician I,5,"['Calibración', 'Mantenimiento', 'Coaching']",Disponible,Finanzas,2022-09-09,2022-12-27,1,"['Power BI', 'Forecasting', 'Contabilidad', 'Excel']",0.0,0,0
A29998,P2811,1640,BI Developer,78.8,BI Developer,3,"['SQL', 'Análisis de Datos', 'Reclutamiento']",No disponible,Tecnología,2022-06-08,2022-12-05,2,"['Python', 'SQL', 'JavaScript']",0.3333333333333333,0,0
A29999,P2811,2205,Production Technician I,77.8,Production Technician I,2,"['Calibración', 'Mantenimiento', 'Responsabilidad']",No disponible,Tecnología,2022-06-08,2022-12-05,2,"['Python', 'SQL', 'JavaScript']",0.0,0,0
A30000,P2811,3052,Production Technician II,84.3,Production Technician II,4,"['ERP', 'SQL', 'Trabajo en Equipo']",No disponible,Tecnología,2022-06-08,2022-12-05,2,"['Python', 'SQL', 'JavaScript']",0.3333333333333333,1,0
A30001,P2811,2062,Production Technician I,79.2,Production Technician I,6,"['Calibración', 'Mantenimiento', 'Aprendizaje Rápido']",Disponible,Tecnología,2022-06-08,2022-12-05,2,"['Python', 'SQL', 'JavaScript']",0.0,0,0
A30002,P2811,1023,Shared Services Manager,79.9,Otro,6,"['Forecasting', 'Contabilidad', 'Liderazgo']",No disponible,Tecnología,2022-06-08,2022-12-05,2,"['Python', 'SQL', 'JavaScript']",0.0,0,0
A30003,P2811,1479,Production Technician I,81.3,Production Technician I,3,"['Mantenimiento', 'Control de Calidad', 'Reclutamiento']",Disponible,Tecnología,2022-06-08,2022-12-05,2,"['Python', 'SQL', 'JavaScript']",0.0,1,0
A30004,P2811,2052,Production Technician I,77.1,Production Technician I,4,"['Calibración', 'Mantenimiento', 'Trabajo en Equipo']",No disponible,Tecnología,2022-06-08,2022-12-05,2,"['Python', 'SQL', 'JavaScript']",0.0,0,0
A30005,P2811,2177,Production Technician I,76.4,Production Technician I,4,"['Calibración', 'Mantenimiento', 'Comunicación']",Disponible,Tecnología,2022-06-08,2022-12-05,2,"['Python', 'SQL', 'JavaScript']",0.0,0,0
A30006,P2811,3566,Production Technician II,77.1,Production Technician II,3,"['Excel', 'Rutas de Distribución', 'Trabajo en Equipo']",Disponible,Tecnología,2022-06-08,2022-12-05,2,"['Python', 'SQL', 'JavaScript']",0.0,0,0
A30007,P2812,2848,Production Technician I,70.8,Production Technician I,2,"['Control de Calidad', 'Mantenimiento', 'Adaptabilidad']",No disponible,Recursos Humanos,2023-07-20,2023-10-16,5,"['Liderazgo', 'Reclutamiento']",0.0,0,0
A30008,P2812,1658,Sales Manager,69.4,Otro,5,"['Mantenimiento', 'Sistemas Operativos', 'Aprendizaje Rápido']",Disponible,Recursos Humanos,2023-07-20,2023-10-16,5,"['Liderazgo', 'Reclutamiento']",0.0,0,0
A30009,P2812,2853,Production Technician I,67.3,Production Technician I,2,"['Control de Calidad', 'Calibración', 'Comunicación']",No disponible,Recursos Humanos,2023-07-20,2023-10-16,5,"['Liderazgo', 'Reclutamiento']",0.0,0,0
A30010,P2812,3761,Production Technician II,63.8,Production Technician II,1,"['Mantenimiento', 'Sistemas Operativos', 'Aprendizaje Rápido']",No disponible,Recursos Humanos,2023-07-20,2023-10-16,5,"['Liderazgo', 'Reclutamiento']",0.0,0,0
A30011,P2812,1914,Production Technician II,68.0,Production Technician II,5,"['Excel', 'SQL', 'Trabajo en Equipo']",No disponible,Recursos Humanos,2023-07-20,2023-10-16,5,"['Liderazgo', 'Reclutamiento']",0.0,0,0
A30012,P2812,2355,Data Analyst,70.1,Data Analyst,5,"['Rutas de Distribución', 'Python', 'Capacitación']",No disponible,Recursos Humanos,2023-07-20,2023-10-16,5,"['Liderazgo', 'Reclutamiento']",0.0,0,0
A30013,P2812,3889,Network Engineer,74.3,Network Engineer,2,"['Rutas de Distribución', 'HTML', 'Capacitación']",No disponible,Recursos Humanos,2023-07-20,2023-10-16,5,"['Liderazgo', 'Reclutamiento']",0.0,0,0
A30014,P2812,3620,Production Technician I,70.8,Production Technician I,1,"['Control de Calidad', 'Mantenimiento', 'Aprendizaje Rápido']",No disponible,Recursos Humanos,2023-07-20,2023-10-16,5,"['Liderazgo', 'Reclutamiento']",0.0,0,0
A30015,P2812,3361,Production Technician I,69.4,Production Technician I,4,"['Calibración', 'Control de Calidad', 'Responsabilidad']",No disponible,Recursos Humanos,2023-07-20,2023-10-16,5,"['Liderazgo', 'Reclutamiento']",0.0,0,0
A30016,P2812,3868,Network Engineer,62.4,Network Engineer,5,"['Gestión de Inventario', 'Python', 'Liderazgo']",Disponible,Recursos Humanos,2023-07-20,2023-10-16,5,"['Liderazgo', 'Reclutamiento']",0.5,0,0
A30017,P2812,3892,Network Engineer,66.6,Network Engineer,2,"['Sistemas Operativos', 'Redes', 'Adaptabilidad']",Disponible,Recursos Humanos,2023-07-20,2023-10-16,5,"['Liderazgo', 'Reclutamiento']",0.0,0,0
A30018,P2812,1789,Production Technician I,65.9,Production Technician I,1,"['Calibración', 'Mantenimiento', 'Liderazgo']",Disponible,Recursos Humanos,2023-07-20,2023-10-16,5,"['Liderazgo', 'Reclutamiento']",0.5,0,0
A30019,P2812,3675,Production Technician II,70.8,Production Technician II,4,"['Java', 'Forecasting', 'Resolución de Conflictos']",No disponible,Recursos Humanos,2023-07-20,2023-10-16,5,"['Liderazgo', 'Reclutamiento']",0.0,0,0
A30020,P2812,2868,Production Technician I,61.0,Production Technician I,2,"['Calibración', 'Mantenimiento', 'Liderazgo']",Disponible,Recursos Humanos,2023-07-20,2023-10-16,5,"['Liderazgo', 'Reclutamiento']",0.5,0,0
A30021,P2812,3521,Area Sales Manager,61.7,Area Sales Manager,5,"['Mantenimiento', 'Control de Calidad', 'Negociación']",Disponible,Recursos Humanos,2023-07-20,2023-10-16,5,"['Liderazgo', 'Reclutamiento']",0.0,0,0
A30022,P2812,2895,Production Technician I,66.6,Production Technician I,1,"['Control de Calidad', 'Mantenimiento', 'Análisis de Mercado']",No disponible,Recursos Humanos,2023-07-20,2023-10-16,5,"['Liderazgo', 'Reclutamiento']",0.0,0,0
A30023,P2812,2230,IT Manager - Support,75.0,Otro,6,"['SQL', 'Sistemas Operativos', 'Reclutamiento']",Disponible,Recursos Humanos,2023-07-20,2023-10-16,5,"['Liderazgo', 'Reclutamiento']",0.5,0,0
A30024,P2812,1946,Production Technician II,72.2,Production Technician II,5,"['Java', 'Forecasting', 'Responsabilidad']",Disponible,Recursos Humanos,2023-07-20,2023-10-16,5,"['Liderazgo', 'Reclutamiento']",0.0,0,0
A30025,P2812,2243,IT Support,66.6,IT Support,1,"['Seguridad Informática', 'Sistemas Operativos', 'Aprendizaje Rápido']",No disponible,Recursos Humanos,2023-07-20,2023-10-16,5,"['Liderazgo', 'Reclutamiento']",0.0,0,0
A30026,P2812,3572,Production Technician I,61.0,Production Technician I,5,"['Mantenimiento', 'Calibración', 'Coaching']",No disponible,Recursos Humanos,2023-07-20,2023-10-16,5,"['Liderazgo', 'Reclutamiento']",0.0,0,0
A30027,P2812,1239,Production Technician I,65.9,Production Technician I,2,"['Control de Calidad', 'Calibración', 'Análisis de Mercado']",No disponible,Recursos Humanos,2023-07-20,2023-10-16,5,"['Liderazgo', 'Reclutamiento']",0.0,0,0
A30028,P2812,2878,Production Technician I,63.8,Production Technician I,3,"['Mantenimiento', 'Calibración', 'Negociación']",No disponible,Recursos Humanos,2023-07-20,2023-10-16,5,"['Liderazgo', 'Reclutamiento']",0.0,0,0
A30029,P2813,1551,Production Technician I,68.0,Production Technician I,3,"['Calibración', 'Control de Calidad', 'Análisis de Mercado']",No disponible,Finanzas,2022-11-12,2022-12-25,2,"['Excel', 'Contabilidad', 'Análisis de Datos', 'Forecasting']",0.0,0,0
A30030,P2813,2856,Production Technician I,64.5,Production Technician I,2,"['Calibración', 'Mantenimiento', 'Resolución de Conflictos']",Disponible,Finanzas,2022-11-12,2022-12-25,2,"['Excel', 'Contabilidad', 'Análisis de Datos', 'Forecasting']",0.0,0,0
A30031,P2813,2778,Production Technician I,72.2,Production Technician I,4,"['Calibración', 'Mantenimiento', 'Aprendizaje Rápido']",Disponible,Finanzas,2022-11-12,2022-12-25,2,"['Excel', 'Contabilidad', 'Análisis de Datos', 'Forecasting']",0.0,0,0
A30032,P2813,1523,Production Technician I,72.9,Production Technician I,4,"['Control de Calidad', 'Mantenimiento', 'Presentaciones']",No disponible,Finanzas,2022-11-12,2022-12-25,2,"['Excel', 'Contabilidad', 'Análisis de Datos', 'Forecasting']",0.0,0,0
A30033,P2813,3390,Production Technician II,72.9,Production Technician II,2,"['Rutas de Distribución', 'Sistemas Operativos', 'Responsabilidad']",No disponible,Finanzas,2022-11-12,2022-12-25,2,"['Excel', 'Contabilidad', 'Análisis de Datos', 'Forecasting']",0.0,0,0
A30034,P2814,3887,Sr. Network Engineer,78.5,Sr. Network Engineer,2,"['Forecasting', 'Excel', 'Coaching']",No disponible,Tecnología,2023-05-12,2023-07-08,2,['Java'],0.0,0,0
A30035,P2814,2043,Production Technician II,81.3,Production Technician II,4,"['Redes', 'Seguridad Informática', 'Adaptabilidad']",Disponible,Tecnología,2023-05-12,2023-07-08,2,['Java'],0.0,1,0
A30036,P2814,1221,Production Technician I,78.5,Production Technician I,2,"['Mantenimiento', 'Calibración', 'Resolución de Conflictos']",No disponible,Tecnología,2023-05-12,2023-07-08,2,['Java'],0.0,0,0
A30037,P2814,1107,Production Technician II,77.1,Production Technician II,4,"['Rutas de Distribución', 'Mantenimiento', 'Análisis de Mercado']",Disponible,Tecnología,2023-05-12,2023-07-08,2,['Java'],0.0,0,0
A30038,P2814,3223,Production Technician I,79.2,Production Technician I,2,"['Mantenimiento', 'Control de Calidad', 'Capacitación']",Disponible,Tecnología,2023-05-12,2023-07-08,2,['Java'],0.0,0,0
A30039,P2814,1887,Production Technician I,79.9,Production Technician I,2,"['Control de Calidad', 'Calibración', 'Capacitación']",Disponible,Tecnología,2023-05-12,2023-07-08,2,['Java'],0.0,0,0
A30040,P2814,2038,Production Technician I,82.0,Production Technician I,6,"['Calibración', 'Control de Calidad', 'Adaptabilidad']",Disponible,Tecnología,2023-05-12,2023-07-08,2,['Java'],0.0,1,0
A30041,P2815,2845,Production Technician II,70.1,Production Technician II,4,"['Forecasting', 'Gestión de Inventario', 'Negociación']",Disponible,Operaciones,2022-07-06,2022-12-16,2,['Lean'],0.0,0,0
A30042,P2815,1271,Production Technician I,65.9,Production Technician I,4,"['Calibración', 'Control de Calidad', 'Capacitación']",Disponible,Operaciones,2022-07-06,2022-12-16,2,['Lean'],0.0,0,0
A30043,P2815,1300,Production Technician II,62.4,Production Technician II,3,"['Excel', 'Calibración', 'Análisis de Mercado']",Disponible,Operaciones,2022-07-06,2022-12-16,2,['Lean'],0.0,0,0
A30044,P2815,3051,Production Technician II,63.1,Production Technician II,3,"['Java', 'Planificación', 'Adaptabilidad']",No disponible,Operaciones,2022-07-06,2022-12-16,2,['Lean'],0.0,0,0
A30045,P2815,1920,Production Technician I,67.3,Production Technician I,3,"['Calibración', 'Control de Calidad', 'Análisis de Mercado']",No disponible,Operaciones,2022-07-06,2022-12-16,2,['Lean'],0.0,0,0
A30046,P2815,2934,Production Technician I,63.1,Production Technician I,3,"['Mantenimiento', 'Calibración', 'Aprendizaje Rápido']",No disponible,Operaciones,2022-07-06,2022-12-16,2,['Lean'],0.0,0,0
A30047,P2815,3906,IT Support,72.9,IT Support,4,"['Redes', 'Sistemas Operativos', 'Aprendizaje Rápido']",Disponible,Operaciones,2022-07-06,2022-12-16,2,['Lean'],0.0,0,0
A30048,P2816,2228,IT Support,68.7,IT Support,6,"['Seguridad Informática', 'Python', 'Negociación']",No disponible,Finanzas,2023-08-14,2023-12-25,5,['Power BI'],0.0,0,0
A30049,P2816,1617,Production Technician I,74.3,Production Technician I,2,"['Calibración', 'Mantenimiento', 'Liderazgo']",Disponible,Finanzas,2023-08-14,2023-12-25,5,['Power BI'],0.0,0,0
A30050,P2816,2244,IT Manager - Support,74.3,Otro,2,"['Mantenimiento', 'Rutas de Distribución', 'Reclutamiento']",Disponible,Finanzas,2023-08-14,2023-12-25,5,['Power BI'],0.0,0,0
A30051,P2816,3678,Production Technician I,70.8,Production Technician I,3,"['Control de Calidad', 'Mantenimiento', 'Resolución de Conflictos']",Disponible,Finanzas,2023-08-14,2023-12-25,5,['Power BI'],0.0,0,0
A30052,P2816,2932,Production Technician I,69.4,Production Technician I,3,"['Calibración', 'Mantenimiento', 'Trabajo en Equipo']",No disponible,Finanzas,2023-08-14,2023-12-25,5,['Power BI'],0.0,0,0
A30053,P2816,1544,Production Technician I,68.7,Production Technician I,4,"['Calibración', 'Mantenimiento', 'Capacitación']",No disponible,Finanzas,2023-08-14,2023-12-25,5,['Power BI'],0.0,0,0
A30054,P2816,1838,Production Technician I,65.9,Production Technician I,5,"['Calibración', 'Mantenimiento', 'Coaching']",Disponible,Finanzas,2023-08-14,2023-12-25,5,['Power BI'],0.0,0,0
A30055,P2816,2540,Software Engineering Manager,66.6,Otro,2,"['Logística', 'HTML', 'Presentaciones']",No disponible,Finanzas,2023-08-14,2023-12-25,5,['Power BI'],0.0,0,0
A30056,P2816,3835,IT Support,74.3,IT Support,6,"['SQL', 'Seguridad Informática', 'Adaptabilidad']",No disponible,Finanzas,2023-08-14,2023-12-25,5,['Power BI'],0.0,0,0
A30057,P2816,3006,Production Technician II,66.6,Production Technician II,2,"['Sistemas Operativos', 'Planificación', 'Capacitación']",Disponible,Finanzas,2023-08-14,2023-12-25,5,['Power BI'],0.0,0,0
A30058,P2816,2681,Area Sales Manager,72.2,Area Sales Manager,4,"['Seguridad Informática', 'Análisis de Datos', 'Análisis de Mercado']",No disponible,Finanzas,2023-08-14,2023-12-25,5,['Power BI'],0.0,0,0
A30059,P2816,3479,Area Sales Manager,61.0,Area Sales Manager,2,"['Control de Calidad', 'Calibración', 'Comunicación']",No disponible,Finanzas,2023-08-14,2023-12-25,5,['Power BI'],0.0,0,0
A30060,P2816,1071,Software Engineer,64.5,Software Engineer,5,"['Calibración', 'Logística', 'Adaptabilidad']",No disponible,Finanzas,2023-08-14,2023-12-25,5,['Power BI'],0.0,0,0
A30061,P2816,2190,Production Technician II,65.2,Production Technician II,1,"['Análisis de Datos', 'HTML', 'Trabajo en Equipo']",No disponible,Finanzas,2023-08-14,2023-12-25,5,['Power BI'],0.0,0,0
A30062,P2816,3203,Production Technician I,66.6,Production Technician I,3,"['Calibración', 'Mantenimiento', 'Liderazgo']",No disponible,Finanzas,2023-08-14,2023-12-25,5,['Power BI'],0.0,0,0
A30063,P2816,1327,Sr. Network Engineer,67.3,Sr. Network Engineer,5,"['Análisis de Datos', 'Gestión de Inventario', 'Liderazgo']",Disponible,Finanzas,2023-08-14,2023-12-25,5,['Power BI'],0.0,0,0
A30064,P2816,1500,Production Technician I,63.1,Production Technician I,5,"['Mantenimiento', 'Control de Calidad', 'Negociación']",Disponible,Finanzas,2023-08-14,2023-12-25,5,['Power BI'],0.0,0,0
A30065,P2816,3899,Sr. Network Engineer,71.5,Sr. Network Engineer,3,"['HTML', 'Rutas de Distribución', 'Liderazgo']",No disponible,Finanzas,2023-08-14,2023-12-25,5,['Power BI'],0.0,0,0
A30066,P2816,3165,Production Technician I,68.7,Production Technician I,5,"['Mantenimiento', 'Calibración', 'Adaptabilidad']",No disponible,Finanzas,2023-08-14,2023-12-25,5,['Power BI'],0.0,0,0
A30067,P2816,2973,Production Technician I,66.6,Production Technician I,5,"['Calibración', 'Mantenimiento', 'Liderazgo']",Disponible,Finanzas,2023-08-14,2023-12-25,5,['Power BI'],0.0,0,0
A30068,P2816,3471,Area Sales Manager,62.4,Area Sales Manager,4,"['Control de Calidad', 'Calibración', 'Comunicación']",Disponible,Finanzas,2023-08-14,2023-12-25,5,['Power BI'],0.0,0,0
A30069,P2817,3575,Production Technician I,66.6,Production Technician I,3,"['Control de Calidad', 'Calibración', 'Liderazgo']",No disponible,Tecnología,2023-06-01,2023-09-14,3,['HTML'],0.0,0,0
A30070,P2817,2985,Production Technician I,72.2,Production Technician I,5,"['Control de Calidad', 'Mantenimiento', 'Responsabilidad']",No disponible,Tecnología,2023-06-01,2023-09-14,3,['HTML'],0.0,0,0
A30071,P2817,2241,IT Support,70.1,IT Support,3,"['Sistemas Operativos', 'SQL', 'Resolución de Conflictos']",Disponible,Tecnología,2023-06-01,2023-09-14,3,['HTML'],0.0,0,0
A30072,P2817,2200,Production Technician I,63.8,Production Technician I,2,"['Mantenimiento', 'Calibración', 'Negociación']",Disponible,Tecnología,2023-06-01,2023-09-14,3,['HTML'],0.0,0,0
A30073,P2817,2419,Production Manager,75.0,Production Manager,4,"['Excel', 'Sistemas Operativos', 'Capacitación']",Disponible,Tecnología,2023-06-01,2023-09-14,3,['HTML'],0.0,0,0
A30074,P2817,3990,Sr. Accountant,61.0,Otro,5,"['Python', 'Calibración', 'Coaching']",No disponible,Tecnología,2023-06-01,2023-09-14,3,['HTML'],0.0,0,0
A30075,P2818,1816,Production Technician II,78.5,Production Technician II,4,"['Sistemas Operativos', 'Análisis de Datos', 'Presentaciones']",Disponible,Finanzas,2023-06-25,2023-10-24,5,"['Contabilidad', 'Análisis de Datos', 'Power BI', 'Excel']",0.25,0,0
A30076,P2818,2847,Production Technician II,77.1,Production Technician II,3,"['Calibración', 'Redes', 'Capacitación']",No disponible,Finanzas,2023-06-25,2023-10-24,5,"['Contabilidad', 'Análisis de Datos', 'Power BI', 'Excel']",0.0,0,0
A30077,P2818,3317,Production Technician I,81.3,Production Technician I,2,"['Calibración', 'Mantenimiento', 'Responsabilidad']",Disponible,Finanzas,2023-06-25,2023-10-24,5,"['Contabilidad', 'Análisis de Datos', 'Power BI', 'Excel']",0.0,1,0
A30078,P2818,2600,Administrative Assistant,79.9,Otro,6,"['Forecasting', 'ERP', 'Negociación']",Disponible,Finanzas,2023-06-25,2023-10-24,5,"['Contabilidad', 'Análisis de Datos', 'Power BI', 'Excel']",0.0,0,0
A30079,P2818,2006,Production Technician I,79.2,Production Technician I,3,"['Mantenimiento', 'Calibración', 'Adaptabilidad']",Disponible,Finanzas,2023-06-25,2023-10-24,5,"['Contabilidad', 'Análisis de Datos', 'Power BI', 'Excel']",0.0,0,0
A30080,P2818,2896,Production Technician I,81.3,Production Technician I,3,"['Control de Calidad', 'Calibración', 'Presentaciones']",Disponible,Finanzas,2023-06-25,2023-10-24,5,"['Contabilidad', 'Análisis de Datos', 'Power BI', 'Excel']",0.0,1,0
A30081,P2818,2704,Area Sales Manager,77.8,Area Sales Manager,4,"['Rutas de Distribución', 'Logística', 'Análisis de Mercado']",No disponible,Finanzas,2023-06-25,2023-10-24,5,"['Contabilidad', 'Análisis de Datos', 'Power BI', 'Excel']",0.0,0,0
A30082,P2818,3845,Network Engineer,77.8,Network Engineer,5,"['Rutas de Distribución', 'Sistemas Operativos', 'Negociación']",Disponible,Finanzas,2023-06-25,2023-10-24,5,"['Contabilidad', 'Análisis de Datos', 'Power BI', 'Excel']",0.0,0,0
A30083,P2818,1205,Production Technician I,77.1,Production Technician I,4,"['Mantenimiento', 'Control de Calidad', 'Reclutamiento']",Disponible,Finanzas,2023-06-25,2023-10-24,5,"['Contabilidad', 'Análisis de Datos', 'Power BI', 'Excel']",0.0,0,0
A30084,P2818,3871,IT Support,78.5,IT Support,2,"['Sistemas Operativos', 'Python', 'Coaching']",Disponible,Finanzas,2023-06-25,2023-10-24,5,"['Contabilidad', 'Análisis de Datos', 'Power BI', 'Excel']",0.0,0,0
A30085,P2818,2824,Production Technician II,78.5,Production Technician II,3,"['SQL', 'Rutas de Distribución', 'Reclutamiento']",Disponible,Finanzas,2023-06-25,2023-10-24,5,"['Contabilidad', 'Análisis de Datos', 'Power BI', 'Excel']",0.0,0,0
A30086,P2818,2631,Area Sales Manager,85.8,Area Sales Manager,3,"['Python', 'Contabilidad', 'Comunicación']",Disponible,Finanzas,2023-06-25,2023-10-24,5,"['Contabilidad', 'Análisis de Datos', 'Power BI', 'Excel']",0.25,1,0
